frame,bass,low_mid,mid,high_mid,high,beat,energy
4683,3e-06,0.002565,0.000533,9.3e-05,9e-06,0.0,0.000201
4684,3e-06,0.003191,0.000138,8.7e-05,1.1e-05,0.0,0.000243
4685,3e-06,0.00231,0.000454,8.3e-05,6e-06,0.0,0.000181
4686,5e-06,0.003519,0.000463,9.8e-05,5e-06,0.0,0.000273
4687,5e-06,0.002749,0.000415,0.000101,5e-06,0.0,0.000215
4688,5e-06,0.001613,0.000366,6.4e-05,4e-06,0.0,0.000131
4689,5e-06,0.001637,0.00032,9.5e-05,5e-06,0.0,0.000131
4690,5e-06,0.001474,0.000191,5.4e-05,5e-06,0.0,0.000118
4691,6e-06,0.001447,0.000117,6.9e-05,8e-06,0.0,0.000115
4692,6e-06,0.001253,0.00011,0.000107,6e-06,0.0,0.000101
4693,5e-06,0.001727,0.000362,6e-05,7e-06,0.0,0.000139
4694,6e-06,0.002228,7.3e-05,5.9e-05,6e-06,0.0,0.000173
4695,7e-06,0.002492,0.000102,5.7e-05,5e-06,0.0,0.000193
4696,5e-06,0.002148,9.3e-05,5.5e-05,5e-06,0.0,0.000166
4697,4e-06,0.001734,0.000296,8.4e-05,1e-05,0.0,0.000138
4698,5e-06,0.001804,0.000281,7.9e-05,6e-06,0.0,0.000144
4699,4e-06,0.002242,0.0001,6.5e-05,9e-06,0.0,0.000172
4700,4e-06,0.004097,0.000131,7.1e-05,6e-06,1.0,0.000311
4701,1.8e-05,0.00404,0.000233,3.4e-05,3e-06,0.0,0.000322
4702,1.4e-05,0.003544,0.0004,3.3e-05,5e-06,0.0,0.000283
4703,1.7e-05,0.002839,0.000165,3.8e-05,5e-06,0.0,0.00023
4704,9e-06,0.002875,0.000109,4.3e-05,4e-06,0.0,0.000225
4705,1.1e-05,0.002202,0.000102,3e-05,4e-06,0.0,0.000176
4706,1e-05,0.002643,9.7e-05,2.6e-05,5e-06,0.0,0.000208
4707,1.1e-05,0.002701,6e-05,3.9e-05,4e-06,0.0,0.000213
4708,1e-05,0.003209,9.8e-05,2.6e-05,4e-06,0.0,0.000251
4709,1e-05,0.002999,7e-05,2.7e-05,5e-06,0.0,0.000234
4710,1e-05,0.004241,7.1e-05,2.1e-05,2e-06,0.0,0.000326
4711,7e-06,0.004659,2.6e-05,4.2e-05,3e-06,0.0,0.000354
4712,3e-06,0.004033,3.5e-05,2.1e-05,3e-06,0.0,0.000304
4713,7e-06,0.003023,7.1e-05,2.9e-05,4e-06,0.0,0.000233
4714,9e-06,0.003031,5.6e-05,2.4e-05,5e-06,0.0,0.000235
4715,7e-06,0.002661,6e-05,3.1e-05,4e-06,0.0,0.000206
4716,9e-06,0.002971,4.8e-05,1.4e-05,1e-06,0.0,0.000231
4717,1e-05,0.003099,5.1e-05,1.3e-05,1e-06,0.0,0.000242
4718,1.4e-05,0.01249,0.001634,4.1e-05,4e-06,1.0,0.000966
4719,1e-05,0.028081,0.007335,0.000285,1.7e-05,1.0,0.0022
4720,1.7e-05,0.041499,0.014704,0.001394,2.8e-05,1.0,0.003307
4721,1.6e-05,0.047818,0.025072,0.004688,5.7e-05,0.0,0.003924
4722,1.2e-05,0.072712,0.03597,0.007704,6.2e-05,1.0,0.005925
4723,2.8e-05,0.107034,0.042622,0.019736,0.000174,1.0,0.008607
4724,2.1e-05,0.120749,0.06674,0.025175,0.000139,0.0,0.009959
4725,2.5e-05,0.11178,0.062271,0.034235,0.000139,0.0,0.00925
4726,1.9e-05,0.141614,0.086084,0.053729,0.000701,0.0,0.011821
4727,7e-06,0.120394,0.096774,0.050286,0.000752,0.0,0.01037
4728,6e-06,0.134851,0.095933,0.058774,0.000879,0.0,0.011448
4729,1.3e-05,0.150898,0.112209,0.056482,0.001042,0.0,0.012867
4730,9e-06,0.122982,0.109557,0.03086,0.000296,0.0,0.010703
4731,3e-06,0.062037,0.011259,0.003998,3.5e-05,0.0,0.00478
4732,7e-06,0.173746,0.075809,0.057643,0.000271,0.0,0.014069
4733,1e-06,0.157637,0.06472,0.060997,0.000616,0.0,0.01272
4734,4e-06,0.15014,0.045419,0.037606,0.000726,0.0,0.011861
4735,5e-06,0.116663,0.031695,0.053582,0.000876,0.0,0.009213
4736,7e-06,0.088521,0.02574,0.056021,0.000677,0.0,0.007044
4737,9e-06,0.095943,0.025484,0.055167,0.00058,0.0,0.007593
4738,8e-06,0.119415,0.026625,0.055353,0.000502,0.0,0.009355
4739,6e-06,0.098039,0.03361,0.066754,0.000682,0.0,0.007877
4740,4e-06,0.109553,0.026472,0.072938,0.000582,0.0,0.008645
4741,8e-06,0.091675,0.026238,0.091197,0.000625,0.0,0.007348
4742,8e-06,0.115878,0.030937,0.085449,0.000973,0.0,0.009202
4743,5.2e-05,0.237078,0.027868,0.049937,0.000624,0.0,0.018163
4744,2e-06,0.041444,0.020048,0.010865,0.00035,0.0,0.003377
4745,3e-06,0.148627,0.118045,0.04413,0.002214,0.0,0.012745
4746,8e-06,0.263071,0.125316,0.076395,0.000782,1.0,0.021423
4747,5e-06,0.162929,0.107624,0.06386,0.000562,0.0,0.013704
4748,2e-06,0.159001,0.107422,0.074885,0.000515,0.0,0.013425
4749,3e-06,0.165139,0.103327,0.068706,0.000528,0.0,0.013817
4750,1e-06,0.166133,0.102554,0.049263,0.00079,0.0,0.013844
4751,1e-06,0.110318,0.126927,0.079682,0.001057,0.0,0.010074
4752,2e-06,0.021903,0.00698,0.009423,6.8e-05,0.0,0.001744
4753,1e-06,0.064181,0.053123,0.033756,0.000133,0.0,0.005558
4754,9e-06,0.088368,0.05588,0.020406,0.000181,0.0,0.00738
4755,5e-06,0.088557,0.055722,0.033605,0.000117,0.0,0.007412
4756,1.3e-05,0.076526,0.050297,0.014609,0.000131,0.0,0.006417
4757,1e-06,0.060719,0.044517,0.015634,0.000149,0.0,0.005152
4758,1e-06,0.06715,0.045115,0.016957,0.000101,0.0,0.005641
4759,2e-06,0.047154,0.048674,0.008209,0.000102,0.0,0.004186
4760,1e-06,0.030894,0.03869,0.00887,0.000145,0.0,0.002842
4761,2e-06,0.014753,0.010684,0.004314,6.8e-05,0.0,0.001252
4762,2e-06,0.057741,0.012483,0.006918,5.6e-05,0.0,0.004481
4763,8e-06,0.055959,0.015707,0.00393,4.4e-05,0.0,0.004393
4764,1e-06,0.046011,0.011236,0.003647,4.4e-05,0.0,0.003585
4765,4e-06,0.054842,0.008093,0.003888,5.3e-05,0.0,0.004202
4766,3e-06,0.068548,0.005715,0.00272,7e-05,0.0,0.005187
4767,2e-06,0.053185,0.008658,0.002096,6.1e-05,0.0,0.004081
4768,1e-06,0.05853,0.009202,0.003712,4.1e-05,0.0,0.004489
4769,1e-06,0.053139,0.006497,0.003574,5.1e-05,0.0,0.004051
4770,3e-06,0.05246,0.004639,0.002026,4.7e-05,0.0,0.003975
4771,1e-06,0.044384,0.004677,0.001219,3.2e-05,0.0,0.00337
4772,0.0,0.038417,0.006197,0.000639,4e-05,0.0,0.002945
4773,1e-06,0.027009,0.004139,0.002373,5.7e-05,0.0,0.002072
4774,2e-06,0.018475,0.003489,0.001615,4.8e-05,0.0,0.001427
4775,3e-06,0.014356,0.003172,0.001388,6.2e-05,0.0,0.001117
4776,5e-06,0.012235,0.001903,0.00133,4.3e-05,0.0,0.000943
4777,4e-06,0.010779,0.002695,0.001334,2.9e-05,0.0,0.000845
4778,3e-06,0.00817,0.001205,0.001489,3.2e-05,0.0,0.000631
4779,1e-06,0.009235,0.001453,0.001178,7e-05,0.0,0.00071
4780,6e-06,0.013056,0.001094,0.000881,4.4e-05,0.0,0.000994
4781,3e-06,0.010931,0.001551,0.000762,3.3e-05,0.0,0.000839
4782,2e-06,0.007567,0.001946,0.000603,2.3e-05,0.0,0.000592
4783,1.3e-05,0.011181,0.000785,0.000651,3e-05,0.0,0.000857
4784,2e-06,0.004675,0.002117,0.001517,3e-05,0.0,0.000381
4785,3e-06,0.004551,0.00182,0.000727,2.4e-05,0.0,0.000368
4786,6e-06,0.005457,0.001462,0.000932,3e-05,0.0,0.000434
4787,4e-06,0.010757,0.001146,0.000704,4.2e-05,0.0,0.000821
4788,2e-06,0.010024,0.001482,0.000496,2.3e-05,0.0,0.000769
4789,7e-06,0.009519,0.001718,0.000927,2.1e-05,0.0,0.00074
4790,7e-06,0.009222,0.001247,0.00059,3.1e-05,0.0,0.000711
4791,5e-06,0.012005,0.001254,0.000437,2.5e-05,0.0,0.000916
4792,8e-06,0.008148,0.001263,0.000481,2.2e-05,0.0,0.000632
4793,4e-06,0.010865,0.001506,0.000409,1.6e-05,0.0,0.000834
4794,9e-06,0.008077,0.001831,0.000354,1.6e-05,0.0,0.000635
4795,1e-05,0.008417,0.000991,0.000298,1.1e-05,0.0,0.00065
4796,1e-05,0.009792,0.001117,0.000325,1.6e-05,0.0,0.000755
4797,5e-06,0.009652,0.001995,0.000278,1.3e-05,0.0,0.000751
4798,1.1e-05,0.010031,0.001632,0.000437,1e-05,0.0,0.00078
4799,7e-06,0.011438,0.001639,0.000529,1.2e-05,0.0,0.000881
4800,1e-05,0.016826,0.002063,0.000288,1.1e-05,0.0,0.001291
4801,4e-06,0.01894,0.001915,0.000409,1e-05,0.0,0.001441
4802,7e-06,0.023061,0.002026,0.000359,1.1e-05,0.0,0.001752
4803,1e-05,0.017497,0.003027,0.000509,1.2e-05,0.0,0.001355
4804,1e-05,0.020978,0.00402,0.0004,9e-06,0.0,0.001627
4805,8e-06,0.023275,0.003414,0.000336,1e-05,0.0,0.001787
4806,5e-06,0.018621,0.003785,0.000391,8e-06,0.0,0.001443
4807,4e-06,0.021681,0.004378,0.000452,1e-05,0.0,0.001678
4808,7e-06,0.020632,0.003925,0.000265,1e-05,0.0,0.001596
4809,7e-06,0.024999,0.003832,0.000304,5e-06,0.0,0.001921
4810,1e-06,0.022146,0.004068,0.000362,8e-06,0.0,0.001705
4811,3e-06,0.025862,0.003798,0.000283,6e-06,0.0,0.00198
4812,3e-06,0.02258,0.004355,0.000303,9e-06,0.0,0.001744
4813,3e-06,0.025669,0.004329,0.000317,8e-06,0.0,0.001972
4814,5e-06,0.025291,0.003872,0.000333,9e-06,0.0,0.001941
4815,1.2e-05,0.030048,0.004801,0.000355,5e-06,0.0,0.002314
4816,1.1e-05,0.033261,0.004622,0.000161,4e-06,0.0,0.002549
4817,1e-05,0.031874,0.004818,0.00023,6e-06,0.0,0.002448
4818,3e-06,0.034547,0.005372,0.000218,6e-06,0.0,0.002648
4819,4e-06,0.032031,0.005389,0.000307,7e-06,0.0,0.002462
4820,4e-06,0.035534,0.005171,0.000305,6e-06,0.0,0.00272
4821,7e-06,0.032572,0.004867,0.000143,7e-06,0.0,0.002497
4822,6e-06,0.034401,0.005064,0.000258,4e-06,0.0,0.002636
4823,8e-06,0.03916,0.004362,0.000237,5e-06,0.0,0.002982
4824,5e-06,0.04306,0.00473,0.00043,6e-06,0.0,0.003275
4825,3e-06,0.038084,0.005472,0.000357,6e-06,0.0,0.002913
4826,3e-06,0.044487,0.007596,0.000327,6e-06,0.0,0.003418
4827,2e-06,0.048992,0.007802,0.000467,7e-06,0.0,0.003756
4828,3e-06,0.052983,0.008684,0.000382,5e-06,0.0,0.004065
4829,2e-06,0.054007,0.007611,0.000459,5e-06,0.0,0.004126
4830,2e-06,0.04506,0.00701,0.000377,4e-06,0.0,0.003451
4831,1e-06,0.052148,0.007001,0.000484,5e-06,0.0,0.003978
4832,1e-06,0.056313,0.008345,0.000524,6e-06,0.0,0.004307
4833,3e-06,0.076018,0.012386,0.00054,4e-06,0.0,0.00583
4834,1e-05,0.064111,0.013329,0.000889,7e-06,0.0,0.004964
4835,1.3e-05,0.07728,0.01253,0.001053,6e-06,0.0,0.005937
4836,2e-06,0.067262,0.012867,0.001103,8e-06,0.0,0.005185
4837,3e-06,0.076544,0.011832,0.001479,9e-06,0.0,0.005864
4838,8e-06,0.077782,0.01215,0.001478,7e-06,0.0,0.005965
4839,2e-06,0.094912,0.01665,0.00119,8e-06,0.0,0.007294
4840,7e-06,0.087989,0.022056,0.001445,1.2e-05,0.0,0.006858
4841,8e-06,0.086433,0.024912,0.002,1.3e-05,0.0,0.006783
4842,6e-06,0.090974,0.027161,0.001787,1.7e-05,0.0,0.007149
4843,5e-06,0.084159,0.026671,0.00202,2.6e-05,0.0,0.006635
4844,8e-06,0.070807,0.0263,0.002014,2.7e-05,0.0,0.005638
4845,6e-06,0.094529,0.022173,0.002036,1.4e-05,0.0,0.007346
4846,1e-06,0.097025,0.023937,0.001097,2.4e-05,0.0,0.00755
4847,2e-06,0.106455,0.026635,0.000742,1.8e-05,0.0,0.008288
4848,2.5e-05,0.094988,0.026473,0.001388,2.1e-05,0.0,0.007456
4849,1.3e-05,0.122578,0.02385,0.001502,1.4e-05,0.0,0.009462
4850,1.4e-05,0.107949,0.03977,0.001802,2.7e-05,0.0,0.008591
4851,6e-06,0.09709,0.037256,0.001436,2.6e-05,0.0,0.007741
4852,1e-06,0.105133,0.037952,0.003204,3e-05,0.0,0.008347
4853,3e-06,0.112829,0.03889,0.003218,2.8e-05,0.0,0.008934
4854,3e-06,0.095977,0.037111,0.004658,3.1e-05,0.0,0.007658
4855,8e-06,0.097952,0.03543,0.002311,4e-05,0.0,0.007784
4856,1e-06,0.099437,0.036853,0.002241,2e-05,0.0,0.007906
4857,6e-06,0.101045,0.019681,0.004078,3.1e-05,0.0,0.007801
4858,7e-06,0.127963,0.015561,0.002613,4.4e-05,0.0,0.009747
4859,1e-05,0.072287,0.030491,0.001884,5.7e-05,0.0,0.005807
4860,5e-06,0.056346,0.038397,0.00293,5.1e-05,0.0,0.004725
4861,2e-05,0.053357,0.045146,0.001817,3.9e-05,0.0,0.004607
4862,9e-06,0.084356,0.052885,0.002528,2.2e-05,0.0,0.00701
4863,3e-06,0.080077,0.040038,0.004884,3.3e-05,0.0,0.006515
4864,1.8e-05,0.111925,0.045545,0.003283,2.5e-05,0.0,0.008972
4865,7e-06,0.094274,0.043041,0.004678,3.5e-05,0.0,0.007617
4866,4e-06,0.071722,0.048992,0.002597,2.9e-05,0.0,0.006012
4867,1.7e-05,0.093293,0.043376,0.004424,3.2e-05,0.0,0.007557
4868,1.4e-05,0.095863,0.026836,0.003391,3e-05,0.0,0.007519
4869,7e-06,0.092456,0.024192,0.005474,3.2e-05,0.0,0.007226
4870,8e-06,0.092541,0.027106,0.006213,5.1e-05,0.0,0.007274
4871,1.6e-05,0.102257,0.031441,0.011194,4.8e-05,0.0,0.008074
4872,8e-06,0.109799,0.014352,0.009875,5.4e-05,0.0,0.008392
4873,5e-06,0.130379,0.022633,0.00843,6.3e-05,0.0,0.010031
4874,5e-06,0.09962,0.055669,0.006867,5.1e-05,0.0,0.008187
4875,9e-06,0.099968,0.056981,0.00458,8.2e-05,0.0,0.008231
4876,2.2e-05,0.118634,0.059067,0.002155,3.8e-05,0.0,0.009657
4877,1.9e-05,0.10333,0.050508,0.004018,4.4e-05,0.0,0.008402
4878,8e-06,0.096415,0.050729,0.004256,3.8e-05,0.0,0.00788
4879,8e-06,0.082679,0.044816,0.005252,3.2e-05,0.0,0.006779
4880,1.9e-05,0.070271,0.031554,0.003667,4.5e-05,0.0,0.005684
4881,2.6e-05,0.048498,0.031958,0.00253,2.9e-05,0.0,0.004073
4882,3.3e-05,0.055869,0.025781,0.00323,2.4e-05,0.0,0.004546
4883,4e-06,0.048721,0.041455,0.001042,3.4e-05,0.0,0.004195
4884,1.1e-05,0.064063,0.060744,0.002951,1.9e-05,0.0,0.005609
4885,7e-06,0.037162,0.067964,0.001486,2.3e-05,0.0,0.003697
4886,1e-05,0.045218,0.064511,0.003276,2.8e-05,0.0,0.004257
4887,1.9e-05,0.023836,0.085589,0.001263,3.5e-05,0.0,0.002957
4888,1.9e-05,0.028858,0.081859,0.001984,1.6e-05,0.0,0.003281
4889,7e-06,0.035091,0.055554,0.001561,1.6e-05,0.0,0.003375
4890,8e-06,0.018753,0.08679,0.002223,2.7e-05,0.0,0.002585
4891,4e-06,0.020297,0.056548,0.00143,3.7e-05,0.0,0.002285
4892,1.1e-05,0.016833,0.027807,0.001934,3.4e-05,0.0,0.001645
4893,1.4e-05,0.00924,0.060569,0.001521,2.5e-05,0.0,0.001526
4894,9e-06,0.004072,0.055519,0.001463,3.9e-05,0.0,0.001068
4895,1.2e-05,0.006505,0.080442,0.00199,5.4e-05,0.0,0.001591
4896,1.3e-05,0.007851,0.09248,0.001846,3.7e-05,0.0,0.001856
4897,8e-06,0.011293,0.110612,0.001529,5.5e-05,0.0,0.002353
4898,1.8e-05,0.008607,0.139366,0.001437,6.4e-05,0.0,0.002552
4899,9e-06,0.005199,0.136494,0.003608,8.9e-05,0.0,0.002255
4900,1.1e-05,0.004066,0.141104,0.002637,7.5e-05,0.0,0.002233
4901,2.9e-05,0.004643,0.167178,0.003282,0.000113,0.0,0.002649
4902,5e-06,0.005883,0.195459,0.002489,0.00016,0.0,0.0031
4903,9e-06,0.006814,0.164029,0.002086,0.000136,0.0,0.002745
4904,9e-06,0.007211,0.167655,0.004582,0.00017,0.0,0.002829
4905,9e-06,0.011293,0.157505,0.005622,0.000181,0.0,0.002997
4906,6e-06,0.007368,0.172007,0.001921,0.000165,0.0,0.002892
4907,8e-06,0.004542,0.185984,0.004782,0.000158,0.0,0.002879
4908,6e-06,0.004873,0.259256,0.00592,0.000217,0.0,0.003898
4909,1e-05,0.008465,0.199309,0.006569,0.000338,0.0,0.003356
4910,1e-05,0.01208,0.244301,0.004544,0.000252,0.0,0.004233
4911,9e-06,0.010048,0.287563,0.006185,0.000212,0.0,0.00467
4912,9e-06,0.007696,0.273839,0.006793,0.000355,0.0,0.00431
4913,2.1e-05,0.006844,0.244758,0.010959,0.000256,0.0,0.003871
4914,8e-06,0.004564,0.262928,0.007178,0.000232,0.0,0.003929
4915,2.6e-05,0.008651,0.24837,0.005472,0.000128,0.0,0.00405
4916,3.2e-05,0.01203,0.193726,0.011032,0.000199,0.0,0.003576
4917,3e-05,0.012966,0.293805,0.009961,0.000205,0.0,0.004999
4918,2.3e-05,0.008708,0.310172,0.014155,0.000165,0.0,0.004905
4919,1.5e-05,0.015294,0.216083,0.011524,0.000361,0.0,0.004106
4920,1.8e-05,0.012668,0.297367,0.010355,0.000444,0.0,0.005015
4921,2.1e-05,0.014434,0.322996,0.006368,0.000288,0.0,0.005489
4922,3e-06,0.008628,0.220874,0.007555,0.000584,0.0,0.003656
4923,1e-05,0.007027,0.226128,0.008012,0.000381,0.0,0.003616
4924,1.4e-05,0.008442,0.262436,0.012368,0.000237,0.0,0.004225
4925,5e-06,0.008281,0.231757,0.005778,0.000166,0.0,0.003777
4926,1e-06,0.010637,0.233169,0.010211,0.000178,0.0,0.003975
4927,4e-06,0.010795,0.202341,0.007429,0.000177,0.0,0.003567
4928,2e-06,0.015438,0.263826,0.006464,0.000133,0.0,0.004743
4929,6e-06,0.014799,0.211515,0.004434,0.000128,0.0,0.003986
4930,2e-06,0.01588,0.060835,0.00301,0.000114,0.0,0.002015
4931,1.8e-05,0.008488,0.014022,0.002705,4.8e-05,0.0,0.000844
4932,2e-05,0.010701,0.011054,0.001823,4.8e-05,0.0,0.00097
4933,0.000268,0.017369,0.019571,0.004313,5.2e-05,0.0,0.001832
4934,0.006378,0.107562,0.054093,0.044593,0.130623,1.0,0.015155
4935,0.528639,0.298561,0.036221,0.024889,0.058854,1.0,0.547374
4936,0.206782,0.176634,0.019593,0.029364,0.027818,0.0,0.218673
4937,0.130987,0.161875,0.026775,0.037149,0.038721,0.0,0.142469
4938,0.140374,0.093929,0.025578,0.037116,0.041593,0.0,0.146711
4939,0.095272,0.056204,0.033683,0.034721,0.042315,0.0,0.09925
4940,0.031696,0.048918,0.044233,0.044846,0.111253,0.0,0.035781
4941,0.045358,0.07021,0.070334,0.05491,0.098279,0.0,0.051295
4942,0.044314,0.106128,0.080116,0.038237,0.061582,0.0,0.053033
4943,0.044303,0.124336,0.104258,0.064522,0.055715,0.0,0.054751
4944,0.046756,0.145199,0.067588,0.041018,0.056097,0.0,0.0582
4945,0.045696,0.111664,0.100065,0.046885,0.040688,0.0,0.055102
4946,0.039114,0.167559,0.194642,0.147344,0.321687,0.0,0.054207
4947,0.030259,0.156648,0.088562,0.126462,0.160973,0.0,0.043121
4948,0.042374,0.160613,0.039859,0.027291,0.035416,0.0,0.054597
4949,0.043285,0.187556,0.036273,0.019853,0.039652,0.0,0.057444
4950,0.048822,0.144842,0.033725,0.026287,0.031687,0.0,0.059736
4951,0.03029,0.125301,0.027445,0.020407,0.017235,0.0,0.039795
4952,0.037021,0.119651,0.032136,0.070585,0.107497,0.0,0.046211
4953,0.362492,0.215904,0.050494,0.018953,0.04307,1.0,0.376522
4954,0.205204,0.16774,0.045284,0.029949,0.013938,0.0,0.216795
4955,0.134045,0.21539,0.060323,0.019995,0.039838,0.0,0.149912
4956,0.085901,0.223083,0.053824,0.023066,0.022916,0.0,0.102623
4957,0.108984,0.221697,0.067356,0.030069,0.019197,0.0,0.125623
4958,0.03969,0.167279,0.040281,0.030046,0.126177,0.0,0.052445
4959,0.066123,0.152753,0.058254,0.050867,0.080994,0.0,0.077874
4960,0.055349,0.21249,0.049511,0.030557,0.022605,0.0,0.07147
4961,0.054627,0.213966,0.050085,0.063443,0.092314,0.0,0.070933
4962,0.06198,0.188822,0.038509,0.045118,0.058143,0.0,0.076167
4963,0.063481,0.194383,0.039007,0.032722,0.014074,0.0,0.078054
4964,0.076784,0.167692,0.030265,0.037289,0.187743,0.0,0.089168
4965,0.164569,0.279573,0.034513,0.025266,0.051952,0.0,0.184641
4966,0.042736,0.168701,0.065157,0.019988,0.00966,0.0,0.055887
4967,0.045312,0.156232,0.038567,0.029244,0.026344,0.0,0.057172
4968,0.20186,0.275136,0.031191,0.039575,0.011411,1.0,0.221295
4969,0.044986,0.179465,0.062714,0.020183,0.010537,0.0,0.058888
4970,0.071364,0.150986,0.12839,0.18378,0.146359,0.0,0.084132
4971,0.047816,0.183009,0.097362,0.126356,0.143608,0.0,0.062624
4972,0.054841,0.193771,0.076429,0.027064,0.012251,0.0,0.069931
4973,0.048384,0.219382,0.096376,0.030507,0.0379,0.0,0.065708
4974,0.046364,0.29727,0.085452,0.025981,0.044991,0.0,0.069345
4975,0.054449,0.267962,0.036184,0.020212,0.006022,0.0,0.074506
4976,0.050016,0.343168,0.040549,0.034964,0.072364,0.0,0.075793
4977,0.047022,0.306194,0.033863,0.075096,0.053149,0.0,0.070049
4978,0.050576,0.233212,0.045133,0.023162,0.007361,0.0,0.068203
4979,0.048496,0.35892,0.044589,0.01842,0.022936,0.0,0.07548
4980,0.097298,0.262074,0.040649,0.019132,0.018391,0.0,0.11665
4981,0.054683,0.181627,0.024747,0.017503,0.00514,0.0,0.068152
4982,0.058872,0.274511,0.096947,0.071984,0.177733,0.0,0.080309
4983,0.392495,0.227408,0.053774,0.018752,0.043805,1.0,0.407198
4984,0.198908,0.092216,0.059619,0.016825,0.00519,0.0,0.205096
4985,0.117827,0.197452,0.039553,0.021249,0.007943,0.0,0.1322
4986,0.116767,0.187203,0.053029,0.031421,0.014744,0.0,0.130587
4987,0.095902,0.131436,0.073413,0.033534,0.007525,0.0,0.10601
4988,0.044489,0.158642,0.0461,0.033564,0.078449,0.0,0.056648
4989,0.076935,0.237346,0.0373,0.028884,0.035789,0.0,0.094574
4990,0.068587,0.246392,0.04349,0.016385,0.005502,0.0,0.087023
4991,0.049148,0.199331,0.080204,0.02145,0.047513,0.0,0.064739
4992,0.06402,0.212506,0.131974,0.019669,0.02938,0.0,0.081177
4993,0.069689,0.226894,0.06445,0.023537,0.005964,0.0,0.086962
4994,0.05243,0.122945,0.206453,0.110513,0.254412,0.0,0.064192
4995,0.042517,0.111974,0.175803,0.111975,0.117323,0.0,0.053117
4996,0.049482,0.092404,0.124593,0.044316,0.010792,0.0,0.057752
4997,0.069171,0.096572,0.155101,0.042928,0.017491,0.0,0.078013
4998,0.056195,0.115519,0.240962,0.072363,0.010736,0.0,0.067763
4999,0.060532,0.109107,0.243789,0.084455,0.007295,0.0,0.071649
5000,0.082711,0.161985,0.179928,0.135245,0.096516,0.0,0.096823
5001,0.269348,0.208864,0.124304,0.0572,0.038294,1.0,0.284633
5002,0.216597,0.102193,0.158621,0.074106,0.011331,0.0,0.224837
5003,0.130019,0.137945,0.136572,0.079899,0.021867,0.0,0.141291
5004,0.141934,0.205164,0.14904,0.090982,0.022575,0.0,0.158307
5005,0.162223,0.247781,0.171583,0.096538,0.01315,0.0,0.181928
5006,0.051616,0.197496,0.124361,0.090866,0.201679,0.0,0.067782
5007,0.055846,0.079651,0.033061,0.034075,0.050046,0.0,0.06186
5008,0.088839,0.146037,0.066389,0.078226,0.011147,0.0,0.100071
5009,0.059877,0.141094,0.058778,0.182585,0.069474,0.0,0.071045
5010,0.054069,0.15589,0.063747,0.125035,0.034475,0.0,0.066346
5011,0.043277,0.16913,0.059019,0.103287,0.005853,0.0,0.056519
5012,0.053057,0.198285,0.064384,0.101003,0.102708,0.0,0.068468
5013,0.084634,0.147905,0.063492,0.093682,0.05142,0.0,0.096027
5014,0.029442,0.140017,0.046871,0.093453,0.005483,0.0,0.040439
5015,0.030385,0.15107,0.039326,0.091644,0.017666,0.0,0.042094
5016,0.097976,0.222626,0.04229,0.096159,0.012179,0.0,0.114543
5017,0.035143,0.202252,0.053482,0.076416,0.005808,0.0,0.050789
5018,0.060184,0.116299,0.11278,0.279045,0.123306,0.0,0.070409
5019,0.038167,0.11972,0.062707,0.168206,0.13728,0.0,0.047942
5020,0.047608,0.161421,0.054528,0.039114,0.007204,0.0,0.060069
5021,0.043294,0.106173,0.031433,0.053735,0.029259,0.0,0.05139
5022,0.03812,0.109704,0.026631,0.029305,0.03258,0.0,0.04641
5023,0.049173,0.191737,0.030991,0.021127,0.00441,0.0,0.063528
5024,0.053492,0.187124,0.030976,0.035745,0.078216,0.0,0.0675
5025,0.045125,0.170598,0.044761,0.033784,0.056511,0.0,0.058149
5026,0.040311,0.229929,0.039255,0.030608,0.003203,0.0,0.057704
5027,0.046254,0.161541,0.036876,0.022971,0.00989,0.0,0.058467
5028,0.139904,0.139254,0.036543,0.019675,0.00994,1.0,0.149734
5029,0.059555,0.093227,0.041072,0.022058,0.002614,0.0,0.066636
5030,0.086344,0.170354,0.062664,0.037288,0.055545,0.0,0.099285
5031,0.188513,0.139072,0.05844,0.02863,0.037119,1.0,0.198274
5032,0.214338,0.196874,0.048129,0.050244,0.002984,0.0,0.228101
5033,0.019413,0.142808,0.047312,0.058568,0.005339,0.0,0.030639
5034,0.01986,0.159299,0.034101,0.037216,0.010064,0.0,0.032094
5035,0.080074,0.162305,0.031994,0.027315,0.001164,0.0,0.092027
5036,0.028282,0.099046,0.041358,0.032124,0.037564,0.0,0.036058
5037,0.05307,0.186351,0.04714,0.032615,0.026445,0.0,0.067235
5038,0.062788,0.097176,0.026435,0.021235,0.001465,0.0,0.069939
5039,0.062734,0.072393,0.035838,0.025759,0.012223,0.0,0.068176
5040,0.070864,0.11985,0.033164,0.027188,0.007489,0.0,0.079743
5041,0.062008,0.111664,0.044818,0.019399,0.000433,0.0,0.070489
5042,0.052357,0.060539,0.069856,0.104105,0.135118,0.0,0.057603
5043,0.029339,0.103153,0.067557,0.128665,0.195647,0.0,0.037948
5044,0.051334,0.121007,0.045007,0.035854,0.004375,0.0,0.060623
5045,0.055558,0.119731,0.046596,0.022637,0.001811,0.0,0.064718
5046,0.043872,0.153866,0.080752,0.010407,0.007299,0.0,0.056105
5047,0.046063,0.162987,0.057121,0.012974,0.000736,0.0,0.058641
5048,0.053965,0.253306,0.073586,0.028107,0.049543,0.0,0.073459
5049,0.194048,0.176722,0.048181,0.015795,0.073412,1.0,0.20641
